ID,Studies,Publication title,Reference,Publication year,Replicates,Region,Country,Climate,Latitude (N positive; S negative),Longitude (E positive; W negative),Annual average precipitation (mm),Annual average temperature,Sand (%),Silt (%),Clay (%),Soil Organic Carbon (%),Nitrogen content (%),H2O_pH,EF (%),N rate (kg N/ha),Ecosystem
108,20,Nitrous Oxide Emissions from a Clay soil receiving granular urea formulations and dairy manure,Asgedom et al.,2014,4,North America,Canada,Temperate,49.63,-98.50,320,15,4,26,70,2.1,NA,7.6,0.708333333,120,Cropland
109,20,Nitrous Oxide Emissions from a Clay soil receiving granular urea formulations and dairy manure,Asgedom et al.,2014,4,North America,Canada,Temperate,49.63,-98.50,320,15,4,26,70,2.1,NA,7.6,0.589147287,129,Cropland
110,21,Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,Baggs et al. ,2003,8,Europe,UK,Temperate,51,1,728,10.7,17,68,15,1.9,NA,5.8,1.728,200,Cropland
111,21,Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,Baggs et al. ,2003,8,Europe,UK,Temperate,51,1,728,10.7,17,68,15,1.9,NA,5.8,0.1805,200,Cropland
112,21,Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,Baggs et al. ,2003,8,Europe,UK,Temperate,51,1,728,10.7,17,68,15,1.9,NA,5.8,1.4335,200,Cropland
113,21,Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,Baggs et al. ,2003,8,Europe,UK,Temperate,51,1,728,10.7,17,68,15,1.9,NA,5.8,0.8955,200,Cropland
114,21,Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,Baggs et al. ,2003,8,Europe,UK,Temperate,51,1,728,10.7,17,68,15,1.9,NA,5.8,0.216,200,Cropland
115,21,Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,Baggs et al. ,2003,8,Europe,UK,Temperate,51,1,728,10.7,17,68,15,1.9,NA,5.8,0.122,200,Cropland
116,22,Nitrogen fluxes during the initial stage of willows and poplars in shortrotation coppices,Balasus et al.,2012,4,Europe,Germany,Temperate,52.44,13.01,632,9.9,83.6,13.3,3.1,2.44,0.06,7.2,0.4,50,Cropland
117,22,Nitrogen fluxes during the initial stage of willows and poplars in shortrotation coppices,Balasus et al.,2012,4,Europe,Germany,Temperate,52.44,13.01,632,9.9,83.6,13.3,3.1,2.44,0.06,7.2,0.133333333,75,Cropland
118,22,Nitrogen fluxes during the initial stage of willows and poplars in shortrotation coppices,Balasus et al.,2012,4,Europe,Germany,Temperate,52.44,13.01,632,9.9,83.6,13.3,3.1,2.44,0.06,7.2,0,50,Cropland
119,22,Nitrogen fluxes during the initial stage of willows and poplars in shortrotation coppices,Balasus et al.,2012,4,Europe,Germany,Temperate,52.44,13.01,632,9.9,83.6,13.3,3.1,2.44,0.06,7.2,0.133333333,75,Cropland
120,23,Reducing greenhouse gas emissions in grassland ecosystems of the central lithuania:multi-criteria evaluation on a basis of the ARAS method,Balezentiene & Kusta,2012,6,Europe,Lithuania,Temperate,55.47,24.40,670,6.5,55,24,21,13.785,1.11,7.9,0.075004121,60,Grassland
121,23,Reducing greenhouse gas emissions in grassland ecosystems of the central lithuania:multi-criteria evaluation on a basis of the ARAS method,Balezentiene & Kusta,2012,6,Europe,Lithuania,Temperate,55.47,24.40,670,6.5,55,24,21,11.5134,0.93,8,0.080907152,120,Grassland
122,23,Reducing greenhouse gas emissions in grassland ecosystems of the central lithuania:multi-criteria evaluation on a basis of the ARAS method,Balezentiene & Kusta,2012,6,Europe,Lithuania,Temperate,55.47,24.40,670,6.5,55,24,21,11.1348,0.9,8,0.081052283,180,Grassland
123,23,Reducing greenhouse gas emissions in grassland ecosystems of the central lithuania:multi-criteria evaluation on a basis of the ARAS method,Balezentiene & Kusta,2012,6,Europe,Lithuania,Temperate,55.47,24.40,670,6.5,55,24,21,9.8728,0.8,8,0.076733939,240,Grassland
124,23,Reducing greenhouse gas emissions in grassland ecosystems of the central lithuania:multi-criteria evaluation on a basis of the ARAS method,Balezentiene & Kusta,2012,6,Europe,Lithuania,Temperate,55.47,24.40,670,6.5,55,24,21,16.8138,1.35,8,0.081775192,180,Grassland
125,23,Reducing greenhouse gas emissions in grassland ecosystems of the central lithuania:multi-criteria evaluation on a basis of the ARAS method,Balezentiene & Kusta,2012,6,Europe,Lithuania,Temperate,55.47,24.40,670,6.5,55,24,21,12.9016,1.04,8.2,0.108685737,180,Grassland
126,23,Reducing greenhouse gas emissions in grassland ecosystems of the central lithuania:multi-criteria evaluation on a basis of the ARAS method,Balezentiene & Kusta,2012,6,Europe,Lithuania,Temperate,55.47,24.40,670,6.5,55,24,21,14.1636,1.14,8.1,0.193978667,60,Grassland
127,23,Reducing greenhouse gas emissions in grassland ecosystems of the central lithuania:multi-criteria evaluation on a basis of the ARAS method,Balezentiene & Kusta,2012,6,Europe,Lithuania,Temperate,55.47,24.40,670,6.5,55,24,21,17.9496,1.44,8.1,0.103574465,180,Grassland
128,23,Reducing greenhouse gas emissions in grassland ecosystems of the central lithuania:multi-criteria evaluation on a basis of the ARAS method,Balezentiene & Kusta,2012,6,Europe,Lithuania,Temperate,55.45,24.38,670,6.5,55,24,21,18.0758,1.45,8,0.093290828,180,Grassland
129,24,Response of nitrous oxide and corresponding bacteria to managements in an agricultural soil,Bao et al,2012,4,Asia,China,Temperate,36.87,115.17,556,13.1,39.3,58.3,2.4,0.8526,0.07,8.6,0.444,250,Cropland
130,24,Response of nitrous oxide and corresponding bacteria to managements in an agricultural soil,Bao et al,2012,4,Asia,China,Temperate,36.87,115.17,556,13.1,39.3,58.3,2.4,0.8526,0.07,8.6,0.548,250,Cropland
131,25,Nitrous oxide emissions from cropping systems producing biomass for future bio-refineries,Baral et al.,2019,4,Europe,Denmark,Temperate,56.50,9.58,740,7.8,78,11,8,1.798,NA,5.3,0.320705882,425,Cropland
132,25,Nitrous oxide emissions from cropping systems producing biomass for future bio-refineries,Baral et al.,2019,4,Europe,Denmark,Temperate,56.50,9.58,740,7.8,78,11,8,1.798,NA,5.6,0.226352941,425,Cropland
133,25,Nitrous oxide emissions from cropping systems producing biomass for future bio-refineries,Baral et al.,2019,4,Europe,Denmark,Temperate,56.50,9.58,740,7.8,78,11,8,1.798,NA,6.1,0.536428571,140,Cropland
134,26,Soil nitrous oxide and methane fluxes are low from a bioenergy crop (canola) grown in a semi-arid climate,Barton et al.,2005,3,Oceania,Australia,Subtropical,-31.60,117.22,367,18.5,93,4,3,0.938,0.08,6.7,0.026666667,75,Cropland
135,26,Soil nitrous oxide and methane fluxes are low from a bioenergy crop (canola) grown in a semi-arid climate,Barton et al.,2010,3,Oceania,Australia,Subtropical,-31.60,117.22,367,18.5,93,4,3,0.938,0.08,6.7,0.066666667,75,Cropland
136,27,"Soil nitrous oxide emissions as affected by long-term tillage, cropping systems and nitrogen fertilization in Southern Brazil",Bayer et al. 2015 ,2015,3,South America,Brazil,Subtropical,-30.10,-51.67,1440,19.4,54,24,22,0.94,NA,5.3,0.444444444,180,Cropland
137,27,"Soil nitrous oxide emissions as affected by long-term tillage, cropping systems and nitrogen fertilization in Southern Brazil",Bayer et al. 2015 ,2015,3,South America,Brazil,Subtropical,-30.10,-51.67,1440,19.4,54,24,22,0.94,NA,5.3,0.094444444,180,Cropland
138,28,"Greenhouse Gas Emissions, Nitrate Leaching, and Biomass Yields from Production of Miscanthus × giganteus in Illinois, USA",Behnke et al.,2012,4,North America,USA,Temperate,40.10,-88.32,1040,10.8,58,27,15,0.11,0.01,5.7,0.916666667,60,Cropland
139,28,"Greenhouse Gas Emissions, Nitrate Leaching, and Biomass Yields from Production of Miscanthus × giganteus in Illinois, USA",Behnke et al.,2012,4,North America,USA,Temperate,40.10,-88.32,1040,10.8,55,30,16,0.12,0.01,5.7,0.5,120,Cropland
140,28,"Greenhouse Gas Emissions, Nitrate Leaching, and Biomass Yields from Production of Miscanthus × giganteus in Illinois, USA",Behnke et al.,2012,4,North America,USA,Temperate,40.10,-88.32,1040,10.8,58,27,15,0.11,0.01,5.7,0.7,60,Cropland
141,28,"Greenhouse Gas Emissions, Nitrate Leaching, and Biomass Yields from Production of Miscanthus × giganteus in Illinois, USA",Behnke et al.,2012,4,North America,USA,Temperate,40.10,-88.32,1040,10.8,55,30,16,0.12,0.01,5.7,2.133333333,120,Cropland
142,29,How do emission rates and emission factors for nitrous oxide and ammonia vary with manure type and time of application in a Scottish farmland?,Bell et al.,2015,3,Europe,UK,Temperate,55.87,-3.20,979,8.3,NA,NA,NA,3.48,NA,6,1.078014184,141,Cropland
143,29,How do emission rates and emission factors for nitrous oxide and ammonia vary with manure type and time of application in a Scottish farmland?,Bell et al.,2015,3,Europe,UK,Temperate,55.87,-3.20,979,8.3,NA,NA,NA,3.48,NA,6,0.766393443,244,Cropland
144,29,How do emission rates and emission factors for nitrous oxide and ammonia vary with manure type and time of application in a Scottish farmland?,Bell et al.,2015,3,Europe,UK,Temperate,55.87,-3.20,979,8.3,NA,NA,NA,3.48,NA,6,2.608,62.5,Cropland
145,29,How do emission rates and emission factors for nitrous oxide and ammonia vary with manure type and time of application in a Scottish farmland?,Bell et al.,2015,3,Europe,UK,Temperate,55.87,-3.20,979,8.3,NA,NA,NA,3.48,NA,6,2.544,62.5,Cropland
146,29,How do emission rates and emission factors for nitrous oxide and ammonia vary with manure type and time of application in a Scottish farmland?,Bell et al.,2015,3,Europe,UK,Temperate,55.87,-3.20,979,8.3,NA,NA,NA,3.48,NA,6,0.342857143,175,Cropland
147,29,How do emission rates and emission factors for nitrous oxide and ammonia vary with manure type and time of application in a Scottish farmland?,Bell et al.,2015,3,Europe,UK,Temperate,55.87,-3.20,979,8.3,NA,NA,NA,3.48,NA,6,0.363636364,121,Cropland
148,29,How do emission rates and emission factors for nitrous oxide and ammonia vary with manure type and time of application in a Scottish farmland?,Bell et al.,2015,3,Europe,UK,Temperate,55.87,-3.20,979,8.3,NA,NA,NA,3.48,NA,6,0.206140351,228,Cropland
149,29,How do emission rates and emission factors for nitrous oxide and ammonia vary with manure type and time of application in a Scottish farmland?,Bell et al.,2015,3,Europe,UK,Temperate,55.87,-3.20,979,8.3,NA,NA,NA,3.48,NA,6,-0.78,50,Cropland
150,29,How do emission rates and emission factors for nitrous oxide and ammonia vary with manure type and time of application in a Scottish farmland?,Bell et al.,2015,3,Europe,UK,Temperate,55.87,-3.20,979,8.3,NA,NA,NA,3.48,NA,6,-0.82,50,Cropland
151,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.11,-2.68,657,9.4,27,52,21,1,NA,6.5,0.416666667,60,Cropland
152,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.11,-2.68,657,9.4,27,52,21,1,NA,6.5,0.283333333,120,Cropland
153,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.11,-2.68,657,9.4,27,52,21,1,NA,6.5,0.2,180,Cropland
154,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.11,-2.68,657,9.4,27,52,21,1,NA,6.5,0.158333333,240,Cropland
155,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.11,-2.68,657,9.4,27,52,21,1,NA,6.5,0.123333333,300,Cropland
156,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.11,-2.68,657,9.4,27,52,21,1,NA,6.5,0.104166667,240,Cropland
157,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.11,-2.68,657,9.4,27,52,21,1,NA,6.5,0.120833333,240,Cropland
158,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.01,-0.62,652,9.9,66,23,11,0.96,NA,7.1,0.666666667,60,Cropland
159,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.01,-0.62,652,9.9,66,23,11,0.96,NA,7.1,0.158333333,120,Cropland
160,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.01,-0.62,652,9.9,66,23,11,0.96,NA,7.1,0.427777778,180,Cropland
161,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.01,-0.62,652,9.9,66,23,11,0.96,NA,7.1,0.195833333,240,Cropland
162,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.01,-0.62,652,9.9,66,23,11,0.96,NA,7.1,0.36,300,Cropland
163,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.01,-0.62,652,9.9,66,23,11,0.96,NA,7.1,0.227777778,180,Cropland
164,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,52.01,-0.62,652,9.9,66,23,11,0.96,NA,7.1,0.188888889,180,Cropland
165,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,55.88,-2.83,676,8.6,66,21,13,1.26,NA,6.3,0.95,40,Cropland
166,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,55.88,-2.83,676,8.6,66,21,13,1.26,NA,6.3,0.5,80,Cropland
167,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,55.88,-2.83,676,8.6,66,21,13,1.26,NA,6.3,1.55,120,Cropland
168,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,55.88,-2.83,676,8.6,66,21,13,1.26,NA,6.3,1.0375,160,Cropland
169,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,55.88,-2.83,676,8.6,66,21,13,1.26,NA,6.3,1.15,200,Cropland
170,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,55.88,-2.83,676,8.6,66,21,13,1.26,NA,6.3,0.933333333,120,Cropland
171,30,"Nitrous oxide emissions from fertilised UK arable soils: Fluxes, emission factors and mitigation",Bell et al.,2015,15,Europe,UK,Temperate,55.88,-2.83,676,8.6,66,21,13,1.26,NA,6.3,0.116666667,120,Cropland
172,31,Emissions of nitrous oxide after application of dairy slurry on bare soil and perennial grass in a maritime climate,Bhandral et al.,2008,6,North America,Canada,Temperate,49.17,-125.33,2290,8.3,NA,NA,NA,4.234,0.28,5.1,1.81,100,Cropland
173,31,Emissions of nitrous oxide after application of dairy slurry on bare soil and perennial grass in a maritime climate,Bhandral et al.,2008,6,North America,Canada,Temperate,49.17,-125.33,2290,8.3,NA,NA,NA,4.234,0.28,5.1,1.16,100,Cropland
174,31,Emissions of nitrous oxide after application of dairy slurry on bare soil and perennial grass in a maritime climate,Bhandral et al.,2008,6,North America,Canada,Temperate,49.17,-125.33,2290,8.3,NA,NA,NA,4.234,0.28,5.1,0.02,100,Cropland
175,31,Emissions of nitrous oxide after application of dairy slurry on bare soil and perennial grass in a maritime climate,Bhandral et al.,2008,6,North America,Canada,Temperate,49.17,-125.33,2290,8.3,NA,NA,NA,4.234,0.28,5.1,0.2,100,Cropland
176,31,Emissions of nitrous oxide after application of dairy slurry on bare soil and perennial grass in a maritime climate,Bhandral et al.,2008,6,North America,Canada,Temperate,49.17,-125.33,2290,8.3,NA,NA,NA,4.234,0.28,5.1,0.09,100,Cropland
177,31,Emissions of nitrous oxide after application of dairy slurry on bare soil and perennial grass in a maritime climate,Bhandral et al.,2008,6,North America,Canada,Temperate,49.17,-125.33,2290,8.3,NA,NA,NA,3.48,0.36,5.6,1.315315315,111,Cropland
178,31,Emissions of nitrous oxide after application of dairy slurry on bare soil and perennial grass in a maritime climate,Bhandral et al.,2008,6,North America,Canada,Temperate,49.17,-125.33,2290,8.3,NA,NA,NA,3.48,0.36,5.6,2.144144144,111,Cropland
179,31,Emissions of nitrous oxide after application of dairy slurry on bare soil and perennial grass in a maritime climate,Bhandral et al.,2008,6,North America,Canada,Temperate,49.17,-125.33,2290,8.3,NA,NA,NA,3.48,0.36,5.6,0.117117117,111,Cropland
180,31,Emissions of nitrous oxide after application of dairy slurry on bare soil and perennial grass in a maritime climate,Bhandral et al.,2008,6,North America,Canada,Temperate,49.17,-125.33,2290,8.3,NA,NA,NA,3.48,0.36,5.6,0.153153153,111,Cropland
181,31,Emissions of nitrous oxide after application of dairy slurry on bare soil and perennial grass in a maritime climate,Bhandral et al.,2008,6,North America,Canada,Temperate,49.17,-125.33,2290,8.3,NA,NA,NA,3.48,0.36,5.6,0.135135135,111,Cropland
182,32,Global warming potential of manure amended soils under rice–wheat system in the Indo-Gangetic plains,Bhatia et al.,2005,3,Asia,India,Subtropical,28.67,77.20,750,24.6,40,32,28,0.59,0.05,8,0.3175,120,Cropland
183,32,Global warming potential of manure amended soils under rice–wheat system in the Indo-Gangetic plains,Bhatia et al.,2005,3,Asia,India,Subtropical,28.67,77.20,750,24.6,40,32,28,0.59,0.05,8,0.4175,120,Cropland
184,32,Global warming potential of manure amended soils under rice–wheat system in the Indo-Gangetic plains,Bhatia et al.,2005,3,Asia,India,Subtropical,28.67,77.20,750,24.6,40,32,28,0.59,0.05,8,0.384166667,120,Cropland
185,32,Global warming potential of manure amended soils under rice–wheat system in the Indo-Gangetic plains,Bhatia et al.,2005,3,Asia,India,Subtropical,28.67,77.20,750,24.6,40,32,28,0.59,0.05,8,0.469166667,120,Cropland
