County_Num,County_Full,State_1,MostCom_Crop_Count,Crop,County,Average_Rec,Max_Rec,Notes and URL,Time_Checked,OBJECTID,FID_1,COUNT,AREA,MeanDeltaTimesTen,RF_minus_avg_rec_mean,STDDeltaTimesTen,RF_minus_avg_rec_STD,MEANRFtimesTen,MeanRF,STDRFtimesTen,STDRF,Total_Sum,Sum_Under_Average,Percentage_Under_Average,Hectares_Under,Acres_Under,Total_Sum,Sum_Under_Max,Percentage_Under_Max,Hectares_Under,Acres_Under
50,Monroe County,Alabama,87461,Cotton,Monroe,6.5,6.5,"Only lime if below 6, but lime to 6.5 https://www.aces.edu/wp-content/uploads/2020/06/AlabamaRowCropsPDF_final.pdf","""September 2024""",50,50,319989,287990100,-13.81928441,-1.381928441,1.963228493,0.196322849,51.18071559,5.118071559,1.963228493,0.196322849,319989,319989,100,28799.01,71163.84061,319989,319989,100,28799.01,71163.84061
51,Montgomery County,Alabama,137048,Other Hay/Non Alfalfa,Montgomery,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",51,51,756715,681043500,-5.681832658,-0.568183266,2.90875523,0.290875523,58.31816734,5.831816734,2.90875523,0.290875523,756715,721945,95.40513932,64975.05,160556.7032,756715,756715,100,68104.35,168289.3651
52,Morgan County,Alabama,57142,Soybeans,Morgan,6.15,6.5,"Range, 5.8-6.5; averaged at 6.15 https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-legumes/","""September 2024""",52,52,655851,590265900,-6.212263914,-0.621226391,1.112519639,0.111251964,55.28773609,5.528773609,1.112519639,0.111251964,655851,655851,100,59026.59,145857.7514,655851,655851,100,59026.59,145857.7514
53,Perry County,Alabama,60889,Other Hay/Non Alfalfa,Perry,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",53,53,494500,445050000,-4.419035389,-0.441903539,6.258024805,0.62580248,59.58096461,5.958096461,6.258024805,0.62580248,494500,318638,64.4364004,28677.42,70863.38544,494500,494500,100,44505,109974.1528
54,Pickens County,Alabama,22824,Other Hay/Non Alfalfa,Pickens,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",54,54,350206,315185400,-8.96970069,-0.896970069,4.514152891,0.451415289,55.03029931,5.503029931,4.514152891,0.451415289,350206,350206,100,31518.54,77883.93965,350206,350206,100,31518.54,77883.93965
55,Pike County,Alabama,138176,Other Hay/Non Alfalfa,Pike,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",55,55,462450,416205000,-11.33694886,-1.133694886,1.852821137,0.185282114,52.66305114,5.266305114,1.852821137,0.185282114,462450,462450,100,41620.5,102846.4044,462450,462450,100,41620.5,102846.4044
56,Randolph County,Alabama,39788,Other Hay/Non Alfalfa,Randolph,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",56,56,307742,276967800,-11.33844584,-1.133844584,1.616905437,0.161690544,52.66155416,5.266155416,1.616905437,0.161690544,307742,307742,100,27696.78,68440.17337,307742,307742,100,27696.78,68440.17337
57,Russell County,Alabama,32304,Other Hay/Non Alfalfa,Russell,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",57,57,259727,233754300,-11.75548557,-1.175548557,1.892322752,0.189232275,52.24451443,5.224451443,1.892322752,0.189232275,259727,259727,100,23375.43,57761.89441,259727,259727,100,23375.43,57761.89441
58,St. Clair County,Alabama,29935,Other Hay/Non Alfalfa,St. Clair,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",58,58,323542,291187800,-9.700681828,-0.970068183,1.431847222,0.143184722,54.29931817,5.429931817,1.431847222,0.143184722,323542,323542,100,29118.78,71954.00879,323542,323542,100,29118.78,71954.00879
59,Shelby County,Alabama,33850,Other Hay/Non Alfalfa,Shelby,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",59,59,284940,256446000,-10.35207412,-1.035207412,2.98175821,0.298175821,53.64792588,5.364792588,2.98175821,0.298175821,284940,284940,100,25644.6,63369.13063,284940,284940,100,25644.6,63369.13063
60,Sumter County,Alabama,35545,Other Hay/Non Alfalfa,Sumter,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",60,60,576393,518753700,-5.467986252,-0.546798625,3.301588324,0.330158832,58.53201375,5.853201375,3.301588324,0.330158832,576393,576393,100,51875.37,128186.7176,576393,576393,100,51875.37,128186.7176
61,Talladega County,Alabama,79337,Other Hay/Non Alfalfa,Talladega,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",61,61,458979,413081100,-8.91682626,-0.891682626,1.071492304,0.10714923,55.08317374,5.508317374,1.071492304,0.10714923,458979,458979,100,41308.11,102074.4726,458979,458979,100,41308.11,102074.4726
62,Tallapoosa County,Alabama,22379,Other Hay/Non Alfalfa,Tallapoosa,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",62,62,168159,151343100,-13.0584209,-1.30584209,1.229657463,0.122965746,50.9415791,5.09415791,1.229657463,0.122965746,168159,168159,100,15134.31,37397.6614,168159,168159,100,15134.31,37397.6614
63,Tuscaloosa County,Alabama,23134,Soybeans,Tuscaloosa,6.15,6.5,"Range, 5.8-6.5; averaged at 6.15 https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-legumes/","""September 2024""",63,63,336025,302422500,-10.08654564,-1.008654564,1.193379267,0.119337927,51.41345436,5.141345436,1.193379267,0.119337927,336025,336025,100,30242.25,74730.16116,336025,336025,100,30242.25,74730.16116
64,Walker County,Alabama,20478,Other Hay/Non Alfalfa,Walker,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",64,64,316624,284961600,-12.1843322,-1.21843322,1.218485232,0.121848523,51.8156678,5.18156678,1.218485232,0.121848523,316624,316624,100,28496.16,70415.48262,316624,316624,100,28496.16,70415.48262
65,Washington County,Alabama,10817,Cotton,Washington,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",65,65,166317,149685300,-15.02777227,-1.502777227,2.041299214,0.204129921,48.97222773,4.897222773,2.041299214,0.204129921,166317,166317,100,14968.53,36988.01046,166317,166317,100,14968.53,36988.01046
66,Wilcox County,Alabama,78174,Other Hay/Non Alfalfa,Wilcox,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",66,66,271054,243948600,-10.65652232,-1.065652232,1.466120229,0.146612023,53.34347768,5.334347768,1.466120229,0.146612023,271054,271054,100,24394.86,60280.95857,271054,271054,100,24394.86,60280.95857
67,Winston County,Alabama,18536,Other Hay/Non Alfalfa,Winston,6.4,8,"Average of 5 crops ranges: tall fescue (5.6-6.5), dallisgrass (5.6-8), bahaigrass (5.6-6.5), bermudagrass (5.6-7), and white clover (6-7.5) https://alfafarmers.org/uploads/files/HayForageFacts.pdf, https://www.aces.edu/blog/topics/farming/alabama-planting-guide-for-forage-grasses/","""September 2024""",67,67,235465,211918500,-11.85814452,-1.185814452,1.806757775,0.180675778,52.14185548,5.214185548,1.806757775,0.180675778,235465,235465,100,21191.85,52366.15549,235465,235465,100,21191.85,52366.15549
96,Apache County,Arizona,469,Alfalfa,Apache,6.5,7,Statewide recommendation for highest nutrient availability for growing alfalfa https://acis.cals.arizona.edu/docs/default-source/agricultural-ipm-documents/presentations/2013/parker9-24-2013.pdf?sfvrsn=be6f3435_4,"""September 2024""",68,96,23568,21211200,9.420570265,0.942057026,6.038338237,0.603833824,74.42057026,7.442057026,6.038338237,0.603833824,23568,3010,12.77155465,270.9,669.4078866,23568,3764,15.97080788,338.76,837.0934502
97,Cochise County,Arizona,95357,Pecans,Cochise,6.5,6.5,"No ASU recommendation available; took one from Mississippi: https://extension.msstate.edu/publications/fertilizing-pecan-trees#:~:text=Pecans%20can%20grow%20on%20a,to%207.0%20will%20be%20sufficient. ","""September 2024""",69,97,518248,466423200,11.50206272,1.150206272,1.76802497,0.176802497,76.50206272,7.650206272,1.76802497,0.176802497,518248,10,0.001929578,0.9,2.223946467,518248,10,0.001929578,0.9,2.223946467
98,Coconino County,Arizona,503,Other Hay/Non Alfalfa,Coconino,7,8,"None for AZ, took New Mexico: Red for Red Clover: https://pubs.nmsu.edu/_circulars/CR696/index.html","""September 2024""",70,98,2773,2495700,-1.678687342,-0.167868734,9.537080261,0.953708026,68.32131266,6.832131266,9.537080261,0.953708026,2773,1636,58.99747566,147.24,363.837642,2773,2202,79.40858276,198.18,489.7130121
99,Gila County,Arizona,1381,Alfalfa,Gila,6.5,7,Statewide recommendation for highest nutrient availability for growing alfalfa https://acis.cals.arizona.edu/docs/default-source/agricultural-ipm-documents/presentations/2013/parker9-24-2013.pdf?sfvrsn=be6f3435_4,"""September 2024""",71,99,3077,2769300,4.070523237,0.407052324,7.073863892,0.707386389,69.07052324,6.907052324,7.073863892,0.707386389,3077,1255,40.78648034,112.95,279.1052816,3077,1388,45.10887228,124.92,308.6837696
100,Graham County,Arizona,97093,Cotton,Graham,6.15,6.5,No soil pH recommendation available in AZ--took tennessee: https://utia.tennessee.edu/publications/wp-content/uploads/sites/269/2023/10/W1033.pdf ,"""September 2024""",72,100,211363,190226700,15.03608721,1.503608721,2.584698332,0.258469833,76.53608721,7.653608721,2.584698332,0.258469833,211363,171,0.080903469,15.39,38.02948459,211363,244,0.115441208,21.96,54.2642938
101,Greenlee County,Arizona,6402,Alfalfa,Greenlee,6.5,7,Statewide recommendation for highest nutrient availability for growing alfalfa https://acis.cals.arizona.edu/docs/default-source/agricultural-ipm-documents/presentations/2013/parker9-24-2013.pdf?sfvrsn=be6f3435_4,"""September 2024""",73,101,14259,12833100,10.27393225,1.027393225,2.314194508,0.231419451,75.27393225,7.527393225,2.314194508,0.231419451,14259,294,2.06185567,26.46,65.38402613,14259,294,2.06185567,26.46,65.38402613
102,La Paz County,Arizona,368191,Alfalfa,La Paz,6.5,7,Statewide recommendation for highest nutrient availability for growing alfalfa https://acis.cals.arizona.edu/docs/default-source/agricultural-ipm-documents/presentations/2013/parker9-24-2013.pdf?sfvrsn=be6f3435_4,"""September 2024""",74,102,509474,458526600,15.07441989,1.507441989,1.603933008,0.160393301,80.07441989,8.007441989,1.603933008,0.160393301,509474,0,0,0,0,509474,0,0,0,0
103,Maricopa County,Arizona,647415,Alfalfa,Maricopa,6.5,7,Statewide recommendation for highest nutrient availability for growing alfalfa https://acis.cals.arizona.edu/docs/default-source/agricultural-ipm-documents/presentations/2013/parker9-24-2013.pdf?sfvrsn=be6f3435_4,"""September 2024""",75,103,1091225,982102500,14.61222296,1.461222296,1.852224727,0.185222473,79.61222296,7.961222296,1.852224727,0.185222473,1091225,1,9.16401E-05,0.09,0.222394647,1091225,19,0.001741162,1.71,4.225498287
104,Mohave County,Arizona,60157,Alfalfa,Mohave,6.5,7,Statewide recommendation for highest nutrient availability for growing alfalfa https://acis.cals.arizona.edu/docs/default-source/agricultural-ipm-documents/presentations/2013/parker9-24-2013.pdf?sfvrsn=be6f3435_4,"""September 2024""",76,104,89124,80211600,14.35583008,1.435583008,2.393690375,0.239369037,79.35583008,7.935583008,2.393690375,0.239369037,89124,495,0.555405951,44.55,110.0853501,89124,2395,2.687267178,215.55,532.6351789
105,Navajo County,Arizona,366,Alfalfa,Navajo,6.5,7,Statewide recommendation for highest nutrient availability for growing alfalfa https://acis.cals.arizona.edu/docs/default-source/agricultural-ipm-documents/presentations/2013/parker9-24-2013.pdf?sfvrsn=be6f3435_4,"""September 2024""",77,105,28810,25929000,12.47358556,1.247358556,4.735431443,0.473543144,77.47358556,7.747358556,4.735431443,0.473543144,28810,546,1.895175286,49.14,121.4274771,28810,3221,11.18014578,289.89,716.3331571
106,Pima County,Arizona,37370,Cotton,Pima,6.15,6.5,No soil pH recommendation available in AZ--took tennessee: https://utia.tennessee.edu/publications/wp-content/uploads/sites/269/2023/10/W1033.pdf ,"""September 2024""",78,106,150733,135659700,16.50649493,1.650649493,2.409284585,0.240928458,78.00649493,7.800649493,2.409284585,0.240928458,150733,0,0,0,0,150733,8,0.005307398,0.72,1.779157174
107,Pinal County,Arizona,363740,Alfalfa,Pinal,6.5,7,Statewide recommendation for highest nutrient availability for growing alfalfa https://acis.cals.arizona.edu/docs/default-source/agricultural-ipm-documents/presentations/2013/parker9-24-2013.pdf?sfvrsn=be6f3435_4,"""September 2024""",79,107,1440647,1296582300,14.75335596,1.475335596,1.928784652,0.192878465,79.75335596,7.975335596,1.928784652,0.192878465,1440647,3,0.00020824,0.27,0.66718394,1440647,394,0.027348823,35.46,87.6234908
108,Santa Cruz County,Arizona,2922,Alfalfa,Santa Cruz,6.5,7,Statewide recommendation for highest nutrient availability for growing alfalfa https://acis.cals.arizona.edu/docs/default-source/agricultural-ipm-documents/presentations/2013/parker9-24-2013.pdf?sfvrsn=be6f3435_4,"""September 2024""",80,108,10089,9080100,8.818515215,0.881851521,3.622934147,0.362293415,73.81851521,7.381851521,3.622934147,0.362293415,10089,212,2.101298444,19.08,47.1476651,10089,2700,26.7618198,243,600.4655461
109,Yavapai County,Arizona,1327,Misc Vegs & Fruits,Yavapai,6.75,7.5,County-specific soil pH rec - highly alkaline soils in AZ https://extension.arizona.edu/sites/extension.arizona.edu/files/pubs/AZ1020-2014.pdf,"""September 2024""",81,109,37724,33951600,6.964478846,0.696447885,5.194569181,0.519456918,74.46447885,7.446447885,5.194569181,0.519456918,37724,5554,14.72272294,499.86,1235.179868,37724,14954,39.64054713,1345.86,3325.689547
110,Yuma County,Arizona,219236,Alfalfa,Yuma,6.5,7,Statewide recommendation for highest nutrient availability for growing alfalfa https://acis.cals.arizona.edu/docs/default-source/agricultural-ipm-documents/presentations/2013/parker9-24-2013.pdf?sfvrsn=be6f3435_4,"""September 2024""",82,110,805980,725382000,13.91354624,1.391354624,1.973659613,0.197365961,78.91354624,7.891354624,1.973659613,0.197365961,805980,0,0,0,0,805980,0,0,0,0
111,Arkansas County,Arkansas,938268,Soybeans,Arkansas,6.75,7,range of 6.5-7 https://uaex.uada.edu/publications/pdf/mp197/chapter16.pdf,"""September 2024""",83,111,1651418,1486276200,-9.384390263,-0.938439026,2.643830119,0.264383012,58.11560974,5.811560974,2.643830119,0.264383012,1651418,1651418,100,148627.62,367266.5227,1651418,1651418,100,148627.62,367266.5227
112,Ashley County,Arkansas,278139,Soybeans,Ashley,6.75,7,range of 6.5-7 https://uaex.uada.edu/publications/pdf/mp197/chapter16.pdf,"""September 2024""",84,112,673154,605838600,-10.40363721,-1.040363721,3.617301409,0.361730141,57.09636279,5.709636279,3.617301409,0.361730141,673154,673154,100,60583.86,149705.846,673154,673154,100,60583.86,149705.846
113,Baxter County,Arkansas,532,Other Hay/Non Alfalfa,Baxter,6.4,7,range of 5.8-7 https://www.uaex.uada.edu/publications/PDF/FSA-6134.pdf,"""September 2024""",85,113,278189,250370100,-4.796185327,-0.479618533,2.058970261,0.205897026,59.20381467,5.920381467,2.058970261,0.205897026,278189,271295,97.52182868,24416.55,60334.55568,278189,278189,100,25037.01,61867.74437
114,Benton County,Arkansas,5906,Other Hay/Non Alfalfa,Benton,6.4,7,range of 5.8-7 https://www.uaex.uada.edu/publications/PDF/FSA-6134.pdf,"""September 2024""",86,114,921303,829172700,-7.204117429,-0.720411743,2.765424355,0.276542436,56.79588257,5.679588257,2.765424355,0.276542436,921303,921303,100,82917.27,204892.8552,921303,921303,100,82917.27,204892.8552
115,Boone County,Arkansas,6599,Other Hay/Non Alfalfa,Boone,6.4,7,range of 5.8-7 https://www.uaex.uada.edu/publications/PDF/FSA-6134.pdf,"""September 2024""",87,115,753274,677946600,-5.714739922,-0.571473992,2.414363122,0.241436312,58.28526008,5.828526008,2.414363122,0.241436312,753274,724357,96.16115783,65192.13,161093.1191,753274,753274,100,67794.66,167524.1051
116,Bradley County,Arkansas,707,Tomatoes,Bradley,6.5,7.2,average of 5.8-7.2 https://www.uaex.uada.edu/publications/PDF/FSA-6017.pdf,"""September 2024""",88,116,73227,65904300,-14.49159463,-1.449159463,1.383785274,0.138378527,50.50840537,5.050840537,1.383785274,0.138378527,73227,73227,100,6590.43,16285.29279,73227,73227,100,6590.43,16285.29279
